otu	statistic	p.value	parameter	method	WM	C	WMR	p.value.adj
Porphyromonadaceae (OTU 254)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 255)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroides (OTU 256)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Streptococcus (OTU 257)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Coriobacteriaceae (OTU 260)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Acetatifactor (OTU 263)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 264)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Coriobacteriaceae (OTU 265)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 266)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Firmicutes (OTU 270)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 271)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 272)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Blautia (OTU 273)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Olsenella (OTU 274)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Parabacteroides (OTU 275)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 278)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Firmicutes (OTU 279)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 280)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroides (OTU 282)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 283)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales_Incertae_Sedis_XIII (OTU 284)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 285)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 287)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 288)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 290)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 291)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 293)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 295)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 297)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Pseudomonas (OTU 298)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Turicibacter (OTU 299)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 301)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 303)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroidetes (OTU 304)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 305)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 306)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 307)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 308)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroides (OTU 309)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 310)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 311)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 312)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 313)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 314)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bradyrhizobium (OTU 315)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 317)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 318)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 321)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 322)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridia (OTU 323)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 324)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 325)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 326)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 328)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 330)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Phascolarctobacterium (OTU 331)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroidales (OTU 333)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroidales (OTU 334)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 335)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 337)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 338)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 340)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Escherichia/Shigella (OTU 342)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 343)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 347)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 348)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 349)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 351)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 352)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Streptococcus (OTU 354)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 355)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Enterorhabdus (OTU 358)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 359)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 362)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Terrisporobacter (OTU 363)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 364)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 365)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 372)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 373)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 375)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 377)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 378)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 379)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Atopostipes (OTU 380)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 381)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 382)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 383)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 385)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Escherichia/Shigella (OTU 386)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 387)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 388)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridium (OTU 389)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 390)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Corynebacterium (OTU 393)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Barnesiella (OTU 396)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridium_sensu (OTU 397)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 399)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 401)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Butyricicoccus (OTU 402)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridium (OTU 405)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 406)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 407)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Peptostreptococcaceae (OTU 409)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 410)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 411)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lactobacillus (OTU 412)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Pseudomonas (OTU 413)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 416)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 417)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Weissella (OTU 418)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Coriobacteriaceae (OTU 419)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 420)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 421)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lactobacillus (OTU 423)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 425)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 426)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Hungatella (OTU 427)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Romboutsia (OTU 428)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 429)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 430)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 432)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 433)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 434)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 435)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 436)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 437)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 438)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Firmicutes (OTU 440)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroidetes (OTU 442)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Anaerofustis (OTU 443)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 445)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Pasteurellaceae (OTU 446)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 448)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 450)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Acetatifactor (OTU 452)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 453)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Geobacillus (OTU 455)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 456)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 457)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 458)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Peptostreptococcaceae (OTU 460)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 461)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridium_sensu (OTU 462)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Coriobacteriaceae (OTU 464)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Odoribacter (OTU 465)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 466)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Dorea (OTU 467)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 468)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 470)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Firmicutes (OTU 471)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Megasphaera (OTU 472)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroides (OTU 474)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 475)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 476)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcus (OTU 477)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 478)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Jeotgalicoccus (OTU 481)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 483)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ralstonia (OTU 484)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcus (OTU 485)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 486)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 488)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 489)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 490)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 491)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 492)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Phyllobacteriaceae (OTU 493)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 494)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 495)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 496)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 497)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 498)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 501)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 503)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 504)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 505)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 506)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 507)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 508)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 509)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bifidobacterium (OTU 510)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 512)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 513)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lactobacillaceae (OTU 515)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 516)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 517)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 518)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 520)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 521)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Burkholderiales (OTU 522)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Chitinophagaceae (OTU 523)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 524)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Barnesiella (OTU 527)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Coriobacteriaceae (OTU 528)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridia (OTU 529)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 530)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 531)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 532)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 534)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroides (OTU 535)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 537)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Anaerotruncus (OTU 538)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 539)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 540)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 542)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 544)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 545)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 546)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 547)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lactococcus (OTU 548)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 550)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 552)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 553)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 554)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 555)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroides (OTU 556)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 557)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridia (OTU 560)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Oscillibacter (OTU 561)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 563)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 565)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 566)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 567)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 570)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridium (OTU 572)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Stenotrophomonas (OTU 574)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 575)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 576)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 577)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Firmicutes (OTU 579)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Anaerotruncus (OTU 580)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 581)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteria (OTU 582)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridium (OTU 583)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 585)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 586)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 588)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 589)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 590)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 591)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 592)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 593)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 595)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 596)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 597)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridium (OTU 598)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 599)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 601)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 602)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 605)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Akkermansia (OTU 606)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 607)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Prevotella (OTU 608)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 610)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 611)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 613)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 614)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 615)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 616)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 617)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 618)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 621)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 623)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Bacteroidales (OTU 624)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Ruminococcaceae (OTU 625)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lactobacillus (OTU 627)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Sutterella (OTU 628)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Sutterella (OTU 629)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 630)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 631)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lactobacillus (OTU 635)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Megasphaera (OTU 636)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 637)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Clostridiales (OTU 638)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Blautia (OTU 639)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Firmicutes (OTU 640)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 641)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Phascolarctobacterium (OTU 642)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Firmicutes (OTU 644)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 645)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Lachnospiraceae (OTU 646)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Firmicutes (OTU 649)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
Porphyromonadaceae (OTU 650)	NA	NA	2	Kruskal-Wallis rank sum test	0	0	0	NA
