otu	statistic	p.value	parameter	method	C	WM	WMR	p.value.adj
Lachnospiraceae (OTU 157)	1.986972477064231	0.37028354146780007	2	Kruskal-Wallis rank sum test	5e-4	0	0	0.5717613507958678
Akkermansia (OTU 2)	1.8524293785310832	0.39605004903349084	2	Kruskal-Wallis rank sum test	0.08650000000000001	1.804	1.48175	0.6002627269778619
Enterobacteriaceae (OTU 3)	1.3297220646625068	0.5143450000659341	2	Kruskal-Wallis rank sum test	0.0034999999999999996	0.0075	0.00475	0.6002627269778619
Porphyromonadaceae (OTU 24)	1.7539682539682269	0.4160357324970334	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Porphyromonadaceae (OTU 35)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 63)	1.7600000000000007	0.4147829116815812	2	Kruskal-Wallis rank sum test	0.0465	0.0065	0.01575	0.6002627269778619
Pseudoflavonifractor (OTU 78)	1.2707386363636395	0.5297398096426117	2	Kruskal-Wallis rank sum test	0.01675	0.016	0.006500000000000001	0.6002627269778619
Porphyromonadaceae (OTU 92)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridiales (OTU 110)	1.5352601156069379	0.464111683832796	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Firmicutes (OTU 166)	1.8165124555160055	0.40322674694419686	2	Kruskal-Wallis rank sum test	0	5e-4	0	0.6002627269778619
Bacteria (OTU 170)	1.335657686212376	0.5128207843433886	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridiales (OTU 174)	1.394437652811739	0.4979683160326522	2	Kruskal-Wallis rank sum test	2.5e-4	2.5e-4	7.5e-4	0.6002627269778619
Firmicutes (OTU 187)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Streptococcus (OTU 198)	1.7864583333333273	0.4093318156413257	2	Kruskal-Wallis rank sum test	7.5e-4	0	5e-4	0.6002627269778619
unknown (OTU 206)	1.277192982456148	0.5280330031686443	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 220)	1.2690966719492944	0.5301748951750618	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 221)	1.6570673712021207	0.43668914066789216	2	Kruskal-Wallis rank sum test	0	2.5e-4	5e-4	0.6002627269778619
unknown (OTU 224)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Blautia (OTU 240)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Akkermansia (OTU 255)	1.2380348652931656	0.5384732639982416	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Bacteroides (OTU 257)	1.7500000000000147	0.41686201967850534	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Escherichia/Shigella (OTU 268)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Bacteroides (OTU 270)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Akkermansia (OTU 305)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Enterorhabdus (OTU 324)	1.7539682539682269	0.4160357324970334	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 329)	1.7500000000000147	0.41686201967850534	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Alistipes (OTU 344)	1.7500000000000147	0.41686201967850534	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Parasutterella (OTU 354)	1.7500000000000147	0.41686201967850534	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Akkermansia (OTU 357)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Geobacillus (OTU 361)	1.277192982456148	0.5280330031686443	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 376)	1.7500000000000147	0.41686201967850534	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Akkermansia (OTU 379)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Bacteroides (OTU 398)	1.277192982456148	0.5280330031686443	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lactobacillus (OTU 400)	1.277192982456148	0.5280330031686443	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 401)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 406)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Porphyromonadaceae (OTU 410)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 445)	1.7539682539682269	0.4160357324970334	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 450)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Alistipes (OTU 467)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 479)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 493)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 494)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridiales (OTU 497)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Ruminococcus (OTU 518)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 522)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lactobacillus (OTU 531)	1.7500000000000147	0.41686201967850534	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 535)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 539)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Bacteroides (OTU 544)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Bacteroides (OTU 572)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Bacteroides (OTU 605)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Weissella (OTU 619)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Porphyromonadaceae (OTU 627)	1.277192982456148	0.5280330031686443	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Akkermansia (OTU 633)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridiales (OTU 644)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 653)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 656)	1.7500000000000147	0.41686201967850534	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridium_sensu (OTU 657)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 662)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridiales (OTU 665)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridiales (OTU 668)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Enterobacteriaceae (OTU 672)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 678)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Ruminococcaceae (OTU 691)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Blautia (OTU 692)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Turicibacter (OTU 696)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 720)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Ruminococcaceae (OTU 723)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 726)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Ruminococcaceae (OTU 729)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridiales (OTU 732)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Ruminococcaceae (OTU 737)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Oscillibacter (OTU 738)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 746)	1.7500000000000147	0.41686201967850534	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Anaerotruncus (OTU 748)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 758)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 760)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 761)	1.7500000000000147	0.41686201967850534	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 773)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Erysipelotrichaceae (OTU 784)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Ruminococcaceae (OTU 798)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
unknown (OTU 801)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 810)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridiales (OTU 821)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 826)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Anaerotruncus (OTU 831)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 837)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 838)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 842)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Akkermansia (OTU 852)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Akkermansia (OTU 854)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Enterobacteriaceae (OTU 865)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 900)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Bacteroides (OTU 909)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Corynebacterium (OTU 940)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Bacteroidales (OTU 953)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Enterobacteriaceae (OTU 962)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Enterobacteriaceae (OTU 965)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 993)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1018)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1022)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1026)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1035)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridiales (OTU 1047)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1053)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Oscillibacter (OTU 1062)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridiales (OTU 1070)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Anaerotruncus (OTU 1083)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Turicibacter (OTU 1087)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1103)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1116)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1124)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1129)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1134)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lactobacillus (OTU 1145)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lactobacillus (OTU 1147)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lactobacillus (OTU 1148)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1154)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Acetatifactor (OTU 1163)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1171)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lactobacillus (OTU 1187)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1190)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1206)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridium (OTU 1218)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1227)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Oscillibacter (OTU 1231)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1236)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Ruminococcaceae (OTU 1238)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Anaerotruncus (OTU 1254)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridiales (OTU 1266)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1294)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1313)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1316)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1317)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridiales (OTU 1324)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Ruminococcaceae (OTU 1325)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Bacteroides (OTU 1340)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Bacteroidales (OTU 1344)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Porphyromonadaceae (OTU 1346)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Bacteroides (OTU 1383)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Porphyromonadaceae (OTU 1384)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Porphyromonadaceae (OTU 1455)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Porphyromonadaceae (OTU 1457)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Porphyromonadaceae (OTU 1467)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Cloacibacillus (OTU 1468)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Stenotrophomonas (OTU 1482)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
unknown (OTU 1518)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
unknown (OTU 1525)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
unknown (OTU 1529)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
unknown (OTU 1568)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1601)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1602)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Clostridiales (OTU 1608)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Akkermansia (OTU 1631)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Akkermansia (OTU 1633)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Akkermansia (OTU 1643)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Anaerotruncus (OTU 1667)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1671)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1691)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1698)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Ruminococcaceae (OTU 1707)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Lachnospiraceae (OTU 1711)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Ruminococcaceae (OTU 1715)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Bacteroides (OTU 1730)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Porphyromonadaceae (OTU 1746)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Bacteroides (OTU 1754)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Bacteroides (OTU 1777)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Firmicutes (OTU 1813)	1.1999999999999316	0.5488116360940452	2	Kruskal-Wallis rank sum test	0	0	0	0.6002627269778619
Akkermansia (OTU 173)	1.081087613293048	0.5824314361522895	2	Kruskal-Wallis rank sum test	0	5e-4	0.001	0.6359303375666245
Lachnospiraceae (OTU 96)	0.9792670157067841	0.6128509580946306	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Erysipelotrichaceae (OTU 123)	0.9885782272456922	0.610004397012927	2	Kruskal-Wallis rank sum test	7.5e-4	5e-4	0.001	0.64564565819334
Lachnospiraceae (OTU 222)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Coriobacteriaceae (OTU 316)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Turicibacter (OTU 321)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Lachnospiraceae (OTU 331)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Lachnospiraceae (OTU 345)	1.0263157894736834	0.5986022679959572	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Hungatella (OTU 372)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Lachnospiraceae (OTU 404)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Clostridium_sensu (OTU 409)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Lachnospiraceae (OTU 457)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Akkermansia (OTU 469)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Lachnospiraceae (OTU 487)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Porphyromonadaceae (OTU 488)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Turicibacter (OTU 502)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Porphyromonadaceae (OTU 576)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Akkermansia (OTU 634)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Clostridium (OTU 658)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Lachnospiraceae (OTU 679)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Ruminococcaceae (OTU 797)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Lachnospiraceae (OTU 809)	0.9800000000000014	0.6126263941844157	2	Kruskal-Wallis rank sum test	0	0	0	0.64564565819334
Lachnospiraceae (OTU 101)	0.9695449241540306	0.6158373071652347	2	Kruskal-Wallis rank sum test	0.0032500000000000003	0.006750000000000001	0.010249999999999999	0.6477086870018328
Lachnospiraceae (OTU 193)	0.9528696826468462	0.6209933899405506	2	Kruskal-Wallis rank sum test	5e-4	0	2.5e-4	0.6520430594375782
Lachnospiraceae (OTU 98)	0.9442622950819766	0.6236717145422953	2	Kruskal-Wallis rank sum test	0.00175	0.001	0.0032500000000000003	0.6537656907847688
Lachnospiraceae (OTU 212)	0.9348008385744255	0.6266291257822986	2	Kruskal-Wallis rank sum test	0	0	0	0.6557746665163591
Lachnospiraceae (OTU 14)	0.911186440677975	0.6340717121219503	2	Kruskal-Wallis rank sum test	0.032	0.024	0.03325	0.6570150964421525
Ruminococcaceae (OTU 194)	0.914285714285709	0.633089892189183	2	Kruskal-Wallis rank sum test	0	0	0	0.6570150964421525
Clostridium (OTU 383)	0.914285714285709	0.633089892189183	2	Kruskal-Wallis rank sum test	0	0	0	0.6570150964421525
Erysipelotrichaceae (OTU 454)	0.914285714285709	0.633089892189183	2	Kruskal-Wallis rank sum test	0	0	0	0.6570150964421525
Lachnospiraceae (OTU 482)	0.914285714285709	0.633089892189183	2	Kruskal-Wallis rank sum test	0	0	0	0.6570150964421525
Lachnospiraceae (OTU 664)	0.914285714285709	0.633089892189183	2	Kruskal-Wallis rank sum test	0	0	0	0.6570150964421525
Ruminococcaceae (OTU 27)	0.897508417508425	0.6384229981947828	2	Kruskal-Wallis rank sum test	0.00425	0	0	0.6604375843394305
Lachnospiraceae (OTU 100)	0.8575916230366484	0.6512929021136087	2	Kruskal-Wallis rank sum test	0.001	7.5e-4	0.00175	0.6726467677566779
Oscillibacter (OTU 115)	0.8422073984232973	0.6563220378022532	2	Kruskal-Wallis rank sum test	0.00425	0.004	0	0.6767313974065785
Lachnospiraceae (OTU 43)	0.7919191919191986	0.6730338886764636	2	Kruskal-Wallis rank sum test	0.05324999999999999	0.024	0	0.6928290030493007
